title,link
Florida man finds bullet hole in arm 3 days after accidentally shooting self,http://www.local10.com/news/weird-news/florida-man-finds-bullet-hole-in-arm-3-days-after-accidentally-shooting-self
"South Florida man uses oxygen machine to attack tow truck driver, deputies say",http://www.local10.com/news/weird-news/south-florida-man-uses-oxygen-machine-to-attack-tow-truck-driver-deputies-say
Florida man with 0.604 blood-alcohol level denies drunken driving,http://www.local10.com/news/weird-news/florida-man-with-0604-blood-alcohol-level-denies-drunken-driving
"South Florida man stabs father who tried to circumcise him, police say",http://www.local10.com/news/weird-news/south-florida-man-stabs-father-who-tried-to-circumcise-him-police-say
Florida man accused of lying in ISIS support investigation,http://www.local10.com/news/florida/florida-man-accused-of-lying-in-isis-support-investigation
South Florida man on run nearly 20 years in U.S. custody,http://www.local10.com/news/south-florida-man-on-run-nearly-20-years-in-us-custody
"Florida man holding ""Death to America"" sign beaten by couple",http://www.local10.com/news/florida/florida-man-holding-death-to-america-sign-beaten-by-couple
Florida man says gator killed dog,http://www.local10.com/news/florida/florida-man-says-gator-killed-dog
Florida man finds 9-foot alligator at bottom of swimming pool,http://www.local10.com/news/florida-man-finds-9-foot-alligator-at-bottom-of-swimming-pool
"South Florida man ties up girlfriend, posts beating to Snapchat, police say",http://www.local10.com/news/weird-news/south-florida-man-ties-up-girlfriend-posts-it-to-snapchat-police-say
"Florida man says too much music, masturbation made him vandalize home",http://www.local10.com/news/weird-news/florida-man-says-too-much-music-masturbation-made-him-vandalize-home
Florida man with 2 wives charged with bigamy,https://www.local10.com/news/florida/florida-man-with-two-wives-charged-with-bigamy
"Florida man arrested after calling 911 to report he was driving drunk, deputies say",https://www.local10.com/news/florida-man-arrested-after-calling-911-to-report-that-he-was-driving-drunk-deputies-say
"Florida man fed up with troublesome intersection intentionally causes crash, deputies say",https://www.local10.com/news/man-fed-up-with-troublesome-intersection-intentionally-causes-crash-deputies-say
Florida man alleges bobcat attack; condo owner says it was housecat,https://www.local10.com/news/weird-news/florida-man-alleges-bobcat-attack-condo-owner-says-it-was-housecat
South Florida man hopes to clear son's name after son found with stolen police vest,http://www.local10.com/news/south-florida-man-hopes-to-clear-sons-name-after-son-found-with-stolen-police-vest
Florida man calls 911 after hearing wife being kidnapped,http://www.local10.com/news/national/florida-man-calls-911-after-hearing-wife-being-kidnapped
Florida man accused of growing marijuana surrenders after hearing police helicopter outside,http://www.local10.com/news/florida-man-accused-of-growing-marijuana-surrenders-after-hearing-police-helicopter-outside
South Florida man accused of conning elderly couple in Minnesota,http://www.local10.com/news/south-florida-man-accused-of-conning-elderly-couple-in-minnesota
Florida man bitten in face by rattlesnake while trying to kiss it,http://www.local10.com/news/weird-news/florida-man-bitten-in-face-by-rattlesnake-while-trying-to-kiss-it
Florida man calls 911 for ride to Hooters,http://www.local10.com/news/911-call-for-ride-to-hooters-ended-with-trip-to-florida-jail
Shirtless Florida man threatens parents with rifle in school pickup line,https://www.local10.com/news/florida/shirtless-florida-man-threatens-parents-in-school-pickup-line-with-rifle
Report: Florida man shot dead after answering Facebook ad for dog,http://www.local10.com/news/report-florida-man-shot-dead-after-answering-facebook-ad-for-dog
Florida man suffers burns putting on flaming jersey,https://www.local10.com/news/weird-news/florida-man-suffers-burns-putting-on-flaming-jersey
South Florida man identified among soldiers killed in Africa ambush,https://www.local10.com/news/military/south-florida-man-identified-among-soldiers-killed-in-africa-ambush
